layer,submodule,rel_in,rel_out,err_in_per_resid,err_out_per_resid,abs_err_in,abs_err_out
5,input_layernorm,2.471695e-07,6.085293e-07,2.471695e-07,2.990780e-08,4.629607e-04,4.621548e-05
5,self_attn.q_proj,6.085293e-07,3.467957e-07,2.990780e-08,6.994364e-08,4.621548e-05,1.089810e-04
5,self_attn.k_proj,6.085293e-07,3.051612e-07,2.990780e-08,7.499275e-08,4.621548e-05,1.166696e-04
5,self_attn.v_proj,6.085293e-07,6.867923e-07,2.990780e-08,3.204483e-08,4.621548e-05,4.952112e-05
5,self_attn.o_proj,7.419861e-07,8.129989e-07,5.718218e-09,5.650165e-09,9.054566e-06,8.997663e-06
5,post_attention_layernorm,2.505101e-07,7.227742e-07,2.505257e-07,2.127890e-08,4.726877e-04,3.304873e-05
5,mlp.gate_proj,7.227742e-07,6.273271e-07,2.127890e-08,5.320035e-08,3.304873e-05,8.348275e-05
5,mlp.up_proj,7.227742e-07,7.317653e-07,2.127890e-08,4.524488e-08,3.304873e-05,7.041106e-05
5,mlp.down_proj,9.349139e-07,9.762946e-07,8.874908e-09,1.097609e-08,1.375650e-05,1.699349e-05
5,mlp,7.227742e-07,9.762946e-07,2.127890e-08,1.097609e-08,3.304873e-05,1.699349e-05
6,input_layernorm,2.461463e-07,6.340940e-07,2.461463e-07,3.762348e-08,4.592191e-04,5.915285e-05
6,self_attn.q_proj,6.340940e-07,3.682308e-07,3.762348e-08,7.844427e-08,5.915285e-05,1.244304e-04
6,self_attn.k_proj,6.340940e-07,3.370023e-07,3.762348e-08,8.043165e-08,5.915285e-05,1.274200e-04
6,self_attn.v_proj,6.340940e-07,6.875855e-07,3.762348e-08,3.764283e-08,5.915285e-05,5.929141e-05
6,self_attn.o_proj,8.350809e-07,9.073416e-07,6.981425e-09,7.027082e-09,1.148885e-05,1.152762e-05
6,post_attention_layernorm,2.563279e-07,7.449654e-07,2.563345e-07,2.363550e-08,4.806097e-04,3.734410e-05
6,mlp.gate_proj,7.449654e-07,6.203339e-07,2.363550e-08,5.890813e-08,3.734410e-05,9.385670e-05
6,mlp.up_proj,7.449654e-07,7.527737e-07,2.363550e-08,4.929731e-08,3.734410e-05,7.794357e-05
6,mlp.down_proj,9.648795e-07,1.009823e-06,1.028502e-08,1.254615e-08,1.630843e-05,1.983027e-05
6,mlp,7.449654e-07,1.009823e-06,2.363550e-08,1.254615e-08,3.734410e-05,1.983027e-05
7,input_layernorm,2.508201e-07,6.449758e-07,2.508201e-07,3.932808e-08,4.732846e-04,6.259474e-05
7,self_attn.q_proj,6.449758e-07,3.856508e-07,3.932808e-08,8.186294e-08,6.259474e-05,1.303594e-04
7,self_attn.k_proj,6.449758e-07,3.539379e-07,3.932808e-08,8.451970e-08,6.259474e-05,1.334601e-04
7,self_attn.v_proj,6.449758e-07,7.057919e-07,3.932808e-08,3.952901e-08,6.259474e-05,6.319576e-05
7,self_attn.o_proj,9.716427e-07,1.011445e-06,8.266078e-09,7.967007e-09,1.378529e-05,1.324535e-05
7,post_attention_layernorm,2.199943e-07,7.617520e-07,2.199968e-07,2.560714e-08,4.339831e-04,4.077577e-05
7,mlp.gate_proj,7.617520e-07,6.369220e-07,2.560714e-08,6.431927e-08,4.077577e-05,1.028244e-04
7,mlp.up_proj,7.617520e-07,7.710799e-07,2.560714e-08,5.332491e-08,4.077577e-05,8.503591e-05
7,mlp.down_proj,1.030485e-06,1.072106e-06,1.217669e-08,1.473690e-08,1.926786e-05,2.337476e-05
7,mlp,7.617520e-07,1.072106e-06,2.560714e-08,1.473690e-08,4.077577e-05,2.337476e-05
8,input_layernorm,2.479323e-07,6.577405e-07,2.479323e-07,4.040075e-08,4.643831e-04,6.459070e-05
8,self_attn.q_proj,6.577405e-07,4.029671e-07,4.040075e-08,8.461969e-08,6.459070e-05,1.350767e-04
8,self_attn.k_proj,6.577405e-07,3.567006e-07,4.040075e-08,8.721093e-08,6.459070e-05,1.390217e-04
8,self_attn.v_proj,6.577405e-07,7.429981e-07,4.040075e-08,4.239262e-08,6.459070e-05,6.792266e-05
8,self_attn.o_proj,9.725623e-07,1.045798e-06,9.320551e-09,9.336755e-09,1.516750e-05,1.500193e-05
8,post_attention_layernorm,2.481480e-07,7.837856e-07,2.481572e-07,2.698189e-08,4.646331e-04,4.311180e-05
8,mlp.gate_proj,7.837856e-07,6.576334e-07,2.698189e-08,6.643676e-08,4.311180e-05,1.061928e-04
8,mlp.up_proj,7.837856e-07,7.839854e-07,2.698189e-08,5.734694e-08,4.311180e-05,9.167728e-05
8,mlp.down_proj,1.012442e-06,1.070849e-06,1.323459e-08,1.629327e-08,2.124650e-05,2.612228e-05
8,mlp,7.837856e-07,1.070849e-06,2.698189e-08,1.629327e-08,4.311180e-05,2.612228e-05
9,input_layernorm,2.482113e-07,6.786976e-07,2.482113e-07,4.149101e-08,4.648674e-04,6.731199e-05
9,self_attn.q_proj,6.786976e-07,4.276536e-07,4.149101e-08,8.681241e-08,6.731199e-05,1.401667e-04
9,self_attn.k_proj,6.786976e-07,3.773566e-07,4.149101e-08,9.274791e-08,6.731199e-05,1.497233e-04
9,self_attn.v_proj,6.786976e-07,7.604851e-07,4.149101e-08,4.459043e-08,6.731199e-05,7.275517e-05
9,self_attn.o_proj,1.006061e-06,1.104848e-06,1.103921e-08,1.029569e-08,1.870286e-05,1.746000e-05
9,post_attention_layernorm,2.255018e-07,7.955570e-07,2.255206e-07,2.798583e-08,3.966864e-04,4.536688e-05
9,mlp.gate_proj,7.955570e-07,6.700322e-07,2.798583e-08,6.773742e-08,4.536688e-05,1.097669e-04
9,mlp.up_proj,7.955570e-07,7.949103e-07,2.798583e-08,5.986963e-08,4.536688e-05,9.705014e-05
9,mlp.down_proj,1.064514e-06,1.133877e-06,1.400050e-08,1.748154e-08,2.279829e-05,2.839561e-05
9,mlp,7.955570e-07,1.133877e-06,2.798583e-08,1.748154e-08,4.536688e-05,2.839561e-05
10,input_layernorm,2.040150e-07,6.797380e-07,2.040150e-07,4.222665e-08,3.598140e-04,6.874772e-05
10,self_attn.q_proj,6.797380e-07,4.383861e-07,4.222665e-08,8.720331e-08,6.874772e-05,1.416822e-04
10,self_attn.k_proj,6.797380e-07,3.824293e-07,4.222665e-08,9.373872e-08,6.874772e-05,1.516306e-04
10,self_attn.v_proj,6.797380e-07,7.829792e-07,4.222665e-08,4.535772e-08,6.874772e-05,7.375695e-05
10,self_attn.o_proj,9.606412e-07,1.040263e-06,1.067338e-08,1.023801e-08,1.891951e-05,1.806529e-05
10,post_attention_layernorm,1.888197e-07,7.945223e-07,1.888314e-07,2.822487e-08,3.394437e-04,4.604838e-05
10,mlp.gate_proj,7.945223e-07,6.624179e-07,2.822487e-08,6.805202e-08,4.604838e-05,1.110543e-04
10,mlp.up_proj,7.945223e-07,7.872139e-07,2.822487e-08,6.120254e-08,4.604838e-05,9.983047e-05
10,mlp.down_proj,1.060894e-06,1.147263e-06,1.470245e-08,1.853604e-08,2.386697e-05,3.009068e-05
10,mlp,7.945223e-07,1.147263e-06,2.822487e-08,1.853604e-08,4.604838e-05,3.009068e-05
11,input_layernorm,1.890255e-07,6.824469e-07,1.890255e-07,4.589294e-08,3.395755e-04,7.500904e-05
11,self_attn.q_proj,6.824469e-07,4.336407e-07,4.589294e-08,8.808865e-08,7.500904e-05,1.431412e-04
11,self_attn.k_proj,6.824469e-07,3.905431e-07,4.589294e-08,9.372170e-08,7.500904e-05,1.520027e-04
11,self_attn.v_proj,6.824469e-07,7.998564e-07,4.589294e-08,5.258943e-08,7.500904e-05,8.587567e-05
11,self_attn.o_proj,9.769476e-07,1.091130e-06,1.026511e-08,1.071956e-08,1.855042e-05,1.888496e-05
11,post_attention_layernorm,1.894996e-07,8.036129e-07,1.895180e-07,2.925564e-08,3.404692e-04,4.798154e-05
11,mlp.gate_proj,8.036129e-07,6.597819e-07,2.925564e-08,7.010239e-08,4.798154e-05,1.141337e-04
11,mlp.up_proj,8.036129e-07,8.002219e-07,2.925564e-08,6.319935e-08,4.798154e-05,1.031549e-04
11,mlp.down_proj,1.069015e-06,1.145286e-06,1.510722e-08,1.906325e-08,2.476479e-05,3.125141e-05
11,mlp,8.036129e-07,1.145286e-06,2.925564e-08,1.906325e-08,4.798154e-05,3.125141e-05
12,input_layernorm,1.769224e-07,6.835242e-07,1.769224e-07,4.600410e-08,3.214419e-04,7.557629e-05
12,self_attn.q_proj,6.835242e-07,4.350859e-07,4.600410e-08,8.839442e-08,7.557629e-05,1.448136e-04
12,self_attn.k_proj,6.835242e-07,3.918294e-07,4.600410e-08,9.764589e-08,7.557629e-05,1.590190e-04
12,self_attn.v_proj,6.835242e-07,7.988437e-07,4.600410e-08,5.038393e-08,7.557629e-05,8.277033e-05
12,self_attn.o_proj,9.382518e-07,1.022949e-06,1.101286e-08,1.112040e-08,1.965311e-05,1.971179e-05
12,post_attention_layernorm,1.904853e-07,8.001459e-07,1.905277e-07,2.953111e-08,3.396123e-04,4.870196e-05
12,mlp.gate_proj,8.001459e-07,6.501826e-07,2.953111e-08,6.907704e-08,4.870196e-05,1.132429e-04
12,mlp.up_proj,8.001459e-07,7.958323e-07,2.953111e-08,6.408900e-08,4.870196e-05,1.052138e-04
12,mlp.down_proj,1.025241e-06,1.106564e-06,1.541613e-08,1.957489e-08,2.539391e-05,3.219017e-05
12,mlp,8.001459e-07,1.106564e-06,2.953111e-08,1.957489e-08,4.870196e-05,3.219017e-05
13,input_layernorm,1.997654e-07,6.874663e-07,1.997654e-07,4.560545e-08,3.662083e-04,7.539385e-05
13,self_attn.q_proj,6.874663e-07,4.361084e-07,4.560545e-08,8.752675e-08,7.539385e-05,1.442168e-04
13,self_attn.k_proj,6.874663e-07,3.851866e-07,4.560545e-08,9.286523e-08,7.539385e-05,1.514475e-04
13,self_attn.v_proj,6.874663e-07,7.952358e-07,4.560545e-08,5.057045e-08,7.539385e-05,8.341184e-05
13,self_attn.o_proj,9.274727e-07,1.030104e-06,1.251662e-08,1.307711e-08,2.203583e-05,2.261818e-05
13,post_attention_layernorm,2.039362e-07,7.829336e-07,2.040315e-07,2.952822e-08,3.820622e-04,4.886998e-05
13,mlp.gate_proj,7.829336e-07,6.120036e-07,2.952822e-08,6.831298e-08,4.886998e-05,1.118700e-04
13,mlp.up_proj,7.829336e-07,7.588694e-07,2.952822e-08,6.464458e-08,4.886998e-05,1.060563e-04
13,mlp.down_proj,9.453676e-07,1.026958e-06,1.639297e-08,2.109014e-08,2.671536e-05,3.446538e-05
13,mlp,7.829336e-07,1.026958e-06,2.952822e-08,2.109014e-08,4.886998e-05,3.446538e-05
14,input_layernorm,2.033420e-07,6.550125e-07,2.033420e-07,4.455516e-08,3.613086e-04,7.370511e-05
14,self_attn.q_proj,6.550125e-07,4.413783e-07,4.455516e-08,8.640623e-08,7.370511e-05,1.426348e-04
14,self_attn.k_proj,6.550125e-07,3.870676e-07,4.455516e-08,9.507194e-08,7.370511e-05,1.551035e-04
14,self_attn.v_proj,6.550125e-07,7.490153e-07,4.455516e-08,4.752598e-08,7.370511e-05,7.818606e-05
14,self_attn.o_proj,9.280844e-07,1.038108e-06,1.344833e-08,1.357564e-08,2.305939e-05,2.294156e-05
14,post_attention_layernorm,2.074442e-07,7.479558e-07,2.074797e-07,2.952285e-08,3.736558e-04,4.864581e-05
14,mlp.gate_proj,7.479558e-07,5.973284e-07,2.952285e-08,6.892120e-08,4.864581e-05,1.119554e-04
14,mlp.up_proj,7.479558e-07,7.216751e-07,2.952285e-08,6.510882e-08,4.864581e-05,1.060139e-04
14,mlp.down_proj,8.910163e-07,9.671471e-07,1.730826e-08,2.210835e-08,2.807580e-05,3.587278e-05
14,mlp,7.479558e-07,9.671471e-07,2.952285e-08,2.210835e-08,4.864581e-05,3.587278e-05
15,input_layernorm,1.874859e-07,6.220583e-07,1.874859e-07,4.197802e-08,3.286824e-04,6.902478e-05
15,self_attn.q_proj,6.220583e-07,3.939834e-07,4.197802e-08,8.083703e-08,6.902478e-05,1.320104e-04
15,self_attn.k_proj,6.220583e-07,3.644297e-07,4.197802e-08,8.843515e-08,6.902478e-05,1.438271e-04
15,self_attn.v_proj,6.220583e-07,7.087127e-07,4.197802e-08,4.701420e-08,6.902478e-05,7.676726e-05
15,self_attn.o_proj,8.853493e-07,9.812672e-07,1.458228e-08,1.559864e-08,2.508223e-05,2.665817e-05
15,post_attention_layernorm,1.831717e-07,7.131876e-07,1.832228e-07,2.950387e-08,3.154936e-04,4.868666e-05
15,mlp.gate_proj,7.131876e-07,5.774640e-07,2.950387e-08,7.025416e-08,4.868666e-05,1.140342e-04
15,mlp.up_proj,7.131876e-07,6.884425e-07,2.950387e-08,6.642387e-08,4.868666e-05,1.081086e-04
15,mlp.down_proj,8.595874e-07,9.244261e-07,1.908808e-08,2.454984e-08,3.066092e-05,3.927754e-05
15,mlp,7.131876e-07,9.244261e-07,2.950387e-08,2.454984e-08,4.868666e-05,3.927754e-05
16,input_layernorm,1.839916e-07,6.035250e-07,1.839916e-07,4.129695e-08,3.169637e-04,6.805822e-05
16,self_attn.q_proj,6.035250e-07,3.873642e-07,4.129695e-08,8.071507e-08,6.805822e-05,1.315041e-04
16,self_attn.k_proj,6.035250e-07,3.398455e-07,4.129695e-08,8.599386e-08,6.805822e-05,1.397437e-04
16,self_attn.v_proj,6.035250e-07,6.883504e-07,4.129695e-08,4.671174e-08,6.805822e-05,7.632354e-05
16,self_attn.o_proj,8.614612e-07,9.245711e-07,1.449086e-08,1.643166e-08,2.496044e-05,2.788150e-05
16,post_attention_layernorm,1.844099e-07,6.765886e-07,1.845055e-07,2.974701e-08,3.175094e-04,4.933503e-05
16,mlp.gate_proj,6.765886e-07,5.411186e-07,2.974701e-08,7.167616e-08,4.933503e-05,1.168391e-04
16,mlp.up_proj,6.765886e-07,6.475065e-07,2.974701e-08,6.739898e-08,4.933503e-05,1.100130e-04
16,mlp.down_proj,7.324985e-07,8.012680e-07,2.043150e-08,2.646052e-08,3.330569e-05,4.283093e-05
16,mlp,6.765886e-07,8.012680e-07,2.974701e-08,2.646052e-08,4.933503e-05,4.283093e-05
17,input_layernorm,1.889363e-07,5.946290e-07,1.889363e-07,4.065702e-08,3.314069e-04,6.751266e-05
17,self_attn.q_proj,5.946290e-07,3.772872e-07,4.065702e-08,7.837354e-08,6.751266e-05,1.284803e-04
17,self_attn.k_proj,5.946290e-07,3.372846e-07,4.065702e-08,8.232463e-08,6.751266e-05,1.345219e-04
17,self_attn.v_proj,5.946290e-07,6.594719e-07,4.065702e-08,4.609687e-08,6.751266e-05,7.578305e-05
17,self_attn.o_proj,8.784179e-07,9.548426e-07,1.388998e-08,1.593957e-08,2.340492e-05,2.646334e-05
17,post_attention_layernorm,1.762569e-07,6.685834e-07,1.763308e-07,3.046118e-08,3.145965e-04,5.073397e-05
17,mlp.gate_proj,6.685834e-07,5.468966e-07,3.046118e-08,7.397620e-08,5.073397e-05,1.208107e-04
17,mlp.up_proj,6.685834e-07,6.506797e-07,3.046118e-08,6.847774e-08,5.073397e-05,1.123848e-04
17,mlp.down_proj,8.123984e-07,8.752496e-07,2.112054e-08,2.702127e-08,3.442849e-05,4.386098e-05
17,mlp,6.685834e-07,8.752496e-07,3.046118e-08,2.702127e-08,5.073397e-05,4.386098e-05
18,input_layernorm,1.790413e-07,5.931112e-07,1.790413e-07,4.206755e-08,3.440342e-04,7.000189e-05
18,self_attn.q_proj,5.931112e-07,3.684862e-07,4.206755e-08,7.846102e-08,7.000189e-05,1.288795e-04
18,self_attn.k_proj,5.931112e-07,3.390492e-07,4.206755e-08,8.101462e-08,7.000189e-05,1.326692e-04
18,self_attn.v_proj,5.931112e-07,6.537248e-07,4.206755e-08,4.995531e-08,7.000189e-05,8.205577e-05
18,self_attn.o_proj,9.441816e-07,9.758876e-07,1.293500e-08,1.461583e-08,2.212093e-05,2.507890e-05
18,post_attention_layernorm,1.782681e-07,6.556358e-07,1.783664e-07,3.136915e-08,3.467196e-04,5.235467e-05
18,mlp.gate_proj,6.556358e-07,5.538740e-07,3.136915e-08,7.677417e-08,5.235467e-05,1.255460e-04
18,mlp.up_proj,6.556358e-07,6.568399e-07,3.136915e-08,7.036346e-08,5.235467e-05,1.155835e-04
18,mlp.down_proj,7.952233e-07,8.488246e-07,2.280802e-08,2.919991e-08,3.678502e-05,4.681950e-05
18,mlp,6.556358e-07,8.488246e-07,3.136915e-08,2.919991e-08,5.235467e-05,4.681950e-05
19,input_layernorm,1.826970e-07,5.824218e-07,1.826970e-07,4.078958e-08,3.516732e-04,6.816459e-05
19,self_attn.q_proj,5.824218e-07,3.777096e-07,4.078958e-08,7.605541e-08,6.816459e-05,1.254736e-04
19,self_attn.k_proj,5.824218e-07,3.322086e-07,4.078958e-08,7.999272e-08,6.816459e-05,1.309172e-04
19,self_attn.v_proj,5.824218e-07,6.247519e-07,4.078958e-08,4.926649e-08,6.816459e-05,8.139560e-05
19,self_attn.o_proj,8.466695e-07,9.071909e-07,1.385943e-08,1.655247e-08,2.403677e-05,2.846567e-05
19,post_attention_layernorm,1.940696e-07,6.343493e-07,1.941640e-07,3.179887e-08,3.792243e-04,5.298876e-05
19,mlp.gate_proj,6.343493e-07,5.678348e-07,3.179887e-08,7.838499e-08,5.298876e-05,1.280247e-04
19,mlp.up_proj,6.343493e-07,6.452751e-07,3.179887e-08,7.207404e-08,5.298876e-05,1.181093e-04
19,mlp.down_proj,7.698978e-07,8.244699e-07,2.464245e-08,3.154838e-08,3.984234e-05,5.074212e-05
19,mlp,6.343493e-07,8.244699e-07,3.179887e-08,3.154838e-08,5.298876e-05,5.074212e-05
20,input_layernorm,1.924424e-07,5.819934e-07,1.924424e-07,4.065085e-08,3.766476e-04,6.784863e-05
20,self_attn.q_proj,5.819934e-07,3.770950e-07,4.065085e-08,7.747322e-08,6.784863e-05,1.275388e-04
20,self_attn.k_proj,5.819934e-07,3.388883e-07,4.065085e-08,8.000316e-08,6.784863e-05,1.304390e-04
20,self_attn.v_proj,5.819934e-07,6.368365e-07,4.065085e-08,4.915852e-08,6.784863e-05,8.115888e-05
20,self_attn.o_proj,8.638155e-07,8.724093e-07,1.345195e-08,1.660314e-08,2.380139e-05,2.916126e-05
20,post_attention_layernorm,1.935110e-07,6.317680e-07,1.936739e-07,3.226151e-08,3.788777e-04,5.415284e-05
20,mlp.gate_proj,6.317680e-07,5.665804e-07,3.226151e-08,7.968295e-08,5.415284e-05,1.315491e-04
20,mlp.up_proj,6.317680e-07,6.412864e-07,3.226151e-08,7.318079e-08,5.415284e-05,1.211054e-04
20,mlp.down_proj,8.409626e-07,8.813324e-07,2.584081e-08,3.288724e-08,4.252438e-05,5.382276e-05
20,mlp,6.317680e-07,8.813324e-07,3.226151e-08,3.288724e-08,5.415284e-05,5.382276e-05
21,input_layernorm,2.228001e-07,5.877337e-07,2.228001e-07,4.260566e-08,4.625360e-04,7.197680e-05
21,self_attn.q_proj,5.877337e-07,3.911196e-07,4.260566e-08,7.769995e-08,7.197680e-05,1.291382e-04
21,self_attn.k_proj,5.877337e-07,3.504341e-07,4.260566e-08,7.978521e-08,7.197680e-05,1.313928e-04
21,self_attn.v_proj,5.877337e-07,6.504469e-07,4.260566e-08,5.310129e-08,7.197680e-05,8.861129e-05
21,self_attn.o_proj,8.759237e-07,8.842639e-07,1.110733e-08,1.376726e-08,1.994753e-05,2.433534e-05
21,post_attention_layernorm,1.933899e-07,6.350658e-07,1.935235e-07,3.316421e-08,3.810534e-04,5.604715e-05
21,mlp.gate_proj,6.350658e-07,5.852252e-07,3.316421e-08,8.203728e-08,5.604715e-05,1.363027e-04
21,mlp.up_proj,6.350658e-07,6.539546e-07,3.316421e-08,7.505405e-08,5.604715e-05,1.250298e-04
21,mlp.down_proj,8.328526e-07,8.816486e-07,2.754156e-08,3.511125e-08,4.577130e-05,5.790786e-05
21,mlp,6.350658e-07,8.816486e-07,3.316421e-08,3.511125e-08,5.604715e-05,5.790786e-05
22,input_layernorm,2.035191e-07,5.888394e-07,2.035191e-07,4.302773e-08,4.077824e-04,7.325526e-05
22,self_attn.q_proj,5.888394e-07,3.878819e-07,4.302773e-08,7.980376e-08,7.325526e-05,1.335949e-04
22,self_attn.k_proj,5.888394e-07,3.535331e-07,4.302773e-08,8.117138e-08,7.325526e-05,1.353275e-04
22,self_attn.v_proj,5.888394e-07,6.553843e-07,4.302773e-08,5.457232e-08,7.325526e-05,9.168957e-05
22,self_attn.o_proj,9.357750e-07,9.164408e-07,1.534453e-08,2.027839e-08,2.669009e-05,3.451296e-05
22,post_attention_layernorm,2.083383e-07,6.399133e-07,2.086522e-07,3.399608e-08,4.143466e-04,5.798867e-05
22,mlp.gate_proj,6.399133e-07,5.912609e-07,3.399608e-08,8.365571e-08,5.798867e-05,1.406017e-04
22,mlp.up_proj,6.399133e-07,6.604254e-07,3.399608e-08,7.646508e-08,5.798867e-05,1.285715e-04
22,mlp.down_proj,8.679680e-07,9.086190e-07,2.838500e-08,3.572995e-08,4.776300e-05,5.988927e-05
22,mlp,6.399133e-07,9.086190e-07,3.399608e-08,3.572995e-08,5.798867e-05,5.988927e-05
23,input_layernorm,2.309904e-07,6.058055e-07,2.309904e-07,4.571420e-08,4.771428e-04,7.847069e-05
23,self_attn.q_proj,6.058055e-07,3.993771e-07,4.571420e-08,8.067102e-08,7.847069e-05,1.358521e-04
23,self_attn.k_proj,6.058055e-07,3.668804e-07,4.571420e-08,8.222553e-08,7.847069e-05,1.375751e-04
23,self_attn.v_proj,6.058055e-07,6.692185e-07,4.571420e-08,6.073810e-08,7.847069e-05,1.028700e-04
23,self_attn.o_proj,9.414431e-07,9.213903e-07,1.270351e-08,1.579369e-08,2.232430e-05,2.737063e-05
