layer,submodule,rel_in,rel_out,err_in_per_resid,err_out_per_resid,abs_err_in,abs_err_out
23,self_attn.k_proj,1.231851e-03,7.323602e-04,9.402121e-05,1.649442e-04,1.522518e-01,2.650944e-01
23,self_attn.v_proj,1.231851e-03,1.235700e-03,9.402121e-05,1.115275e-04,1.522518e-01,1.804709e-01
23,self_attn.o_proj,2.411522e-03,2.177998e-03,3.045249e-05,3.520979e-05,4.943909e-02,5.739125e-02
23,post_attention_layernorm,1.708346e-03,1.308450e-03,1.709537e-03,7.136716e-05,3.397631e+00,1.158661e-01
23,mlp.gate_proj,1.308450e-03,1.070479e-03,7.136716e-05,1.510968e-04,1.158661e-01,2.455348e-01
23,mlp.up_proj,1.308450e-03,1.198370e-03,7.136716e-05,1.392936e-04,1.158661e-01,2.257604e-01
23,mlp.down_proj,1.559678e-03,1.576647e-03,5.405894e-05,6.563739e-05,8.610583e-02,1.042092e-01
23,mlp,1.308450e-03,1.576647e-03,7.136716e-05,6.563739e-05,1.158661e-01,1.042092e-01
24,input_layernorm,1.711302e-03,1.250006e-03,1.711302e-03,9.475561e-05,3.402893e+00,1.544133e-01
24,self_attn.q_proj,1.250006e-03,8.177519e-04,9.475561e-05,1.608367e-04,1.544133e-01,2.606581e-01
24,self_attn.k_proj,1.250006e-03,7.359014e-04,9.475561e-05,1.684846e-04,1.544133e-01,2.715934e-01
24,self_attn.v_proj,1.250006e-03,1.248212e-03,9.475561e-05,1.098641e-04,1.544133e-01,1.788235e-01
24,self_attn.o_proj,1.909908e-03,1.815493e-03,3.322340e-05,4.215525e-05,5.410955e-02,6.818971e-02
24,post_attention_layernorm,1.749589e-03,1.332775e-03,1.752254e-03,7.406488e-05,3.501060e+00,1.207867e-01
24,mlp.gate_proj,1.332775e-03,1.101330e-03,7.406488e-05,1.574268e-04,1.207867e-01,2.568344e-01
24,mlp.up_proj,1.332775e-03,1.232428e-03,7.406488e-05,1.449466e-04,1.207867e-01,2.362555e-01
24,mlp.down_proj,1.591758e-03,1.596297e-03,5.524883e-05,6.657864e-05,8.985592e-02,1.081711e-01
24,mlp,1.332775e-03,1.596297e-03,7.406488e-05,6.657864e-05,1.207867e-01,1.081711e-01
25,input_layernorm,1.672357e-03,1.304391e-03,1.672357e-03,1.029942e-04,3.368821e+00,1.685730e-01
25,self_attn.q_proj,1.304391e-03,8.456793e-04,1.029942e-04,1.720372e-04,1.685730e-01,2.782989e-01
25,self_attn.k_proj,1.304391e-03,7.828569e-04,1.029942e-04,1.722309e-04,1.685730e-01,2.782703e-01
25,self_attn.v_proj,1.304391e-03,1.323073e-03,1.029942e-04,1.256267e-04,1.685730e-01,2.056588e-01
25,self_attn.o_proj,2.471706e-03,2.360212e-03,3.127527e-05,3.913729e-05,5.161143e-02,6.490133e-02
25,post_attention_layernorm,1.747932e-03,1.379628e-03,1.748893e-03,7.852747e-05,3.536851e+00,1.287129e-01
25,mlp.gate_proj,1.379628e-03,1.126340e-03,7.852747e-05,1.670510e-04,1.287129e-01,2.742036e-01
25,mlp.up_proj,1.379628e-03,1.276661e-03,7.852747e-05,1.538206e-04,1.287129e-01,2.523147e-01
25,mlp.down_proj,1.683048e-03,1.701843e-03,6.050684e-05,7.336732e-05,9.837418e-02,1.191904e-01
25,mlp,1.379628e-03,1.701843e-03,7.852747e-05,7.336732e-05,1.287129e-01,1.191904e-01
26,input_layernorm,1.828257e-03,1.342112e-03,1.828257e-03,1.032671e-04,3.579145e+00,1.698605e-01
26,self_attn.q_proj,1.342112e-03,8.556024e-04,1.032671e-04,1.723196e-04,1.698605e-01,2.831759e-01
26,self_attn.k_proj,1.342112e-03,7.824946e-04,1.032671e-04,1.751792e-04,1.698605e-01,2.871443e-01
26,self_attn.v_proj,1.342112e-03,1.347667e-03,1.032671e-04,1.272424e-04,1.698605e-01,2.092208e-01
26,self_attn.o_proj,1.935307e-03,1.851184e-03,3.759767e-05,4.810028e-05,6.378776e-02,8.209752e-02
26,post_attention_layernorm,1.853740e-03,1.427498e-03,1.857755e-03,8.278110e-05,3.663180e+00,1.364173e-01
26,mlp.gate_proj,1.427498e-03,1.133671e-03,8.278110e-05,1.778451e-04,1.364173e-01,2.932891e-01
26,mlp.up_proj,1.427498e-03,1.288010e-03,8.278110e-05,1.631117e-04,1.364173e-01,2.689767e-01
26,mlp.down_proj,1.700362e-03,1.722077e-03,6.455023e-05,7.795787e-05,1.054504e-01,1.270568e-01
26,mlp,1.427498e-03,1.722077e-03,8.278110e-05,7.795787e-05,1.364173e-01,1.270568e-01
27,input_layernorm,1.753565e-03,1.409017e-03,1.753565e-03,1.068904e-04,3.485748e+00,1.772951e-01
27,self_attn.q_proj,1.409017e-03,8.662439e-04,1.068904e-04,1.798730e-04,1.772951e-01,2.968599e-01
27,self_attn.k_proj,1.409017e-03,8.066228e-04,1.068904e-04,1.829499e-04,1.772951e-01,3.009075e-01
27,self_attn.v_proj,1.409017e-03,1.412430e-03,1.068904e-04,1.349857e-04,1.772951e-01,2.233471e-01
27,self_attn.o_proj,2.312594e-03,2.175663e-03,4.127681e-05,5.327820e-05,6.667233e-02,8.613710e-02
27,post_attention_layernorm,1.685664e-03,1.468207e-03,1.688309e-03,8.706673e-05,3.376407e+00,1.444326e-01
27,mlp.gate_proj,1.468207e-03,1.137084e-03,8.706673e-05,1.879875e-04,1.444326e-01,3.118398e-01
27,mlp.up_proj,1.468207e-03,1.275799e-03,8.706673e-05,1.727678e-04,1.444326e-01,2.863159e-01
27,mlp.down_proj,1.784141e-03,1.844675e-03,7.137011e-05,8.633950e-05,1.170555e-01,1.415789e-01
27,mlp,1.468207e-03,1.844675e-03,8.706673e-05,8.633950e-05,1.444326e-01,1.415789e-01
28,input_layernorm,1.484172e-03,1.456503e-03,1.484172e-03,1.112673e-04,2.936863e+00,1.856178e-01
28,self_attn.q_proj,1.456503e-03,8.825627e-04,1.112673e-04,1.813605e-04,1.856178e-01,3.006549e-01
28,self_attn.k_proj,1.456503e-03,8.297377e-04,1.112673e-04,1.845718e-04,1.856178e-01,3.059427e-01
28,self_attn.v_proj,1.456503e-03,1.438023e-03,1.112673e-04,1.446198e-04,1.856178e-01,2.409833e-01
28,self_attn.o_proj,2.340166e-03,2.044060e-03,3.799596e-05,5.145302e-05,6.331701e-02,8.663511e-02
28,post_attention_layernorm,1.536812e-03,1.512657e-03,1.539452e-03,9.100759e-05,2.966581e+00,1.518065e-01
28,mlp.gate_proj,1.512657e-03,1.146706e-03,9.100759e-05,1.964849e-04,1.518065e-01,3.273341e-01
28,mlp.up_proj,1.512657e-03,1.221846e-03,9.100759e-05,1.837721e-04,1.518065e-01,3.060526e-01
28,mlp.down_proj,1.757994e-03,1.828647e-03,7.897845e-05,9.611610e-05,1.311486e-01,1.591260e-01
28,mlp,1.512657e-03,1.828647e-03,9.100759e-05,9.611610e-05,1.518065e-01,1.591260e-01
29,input_layernorm,1.403807e-03,1.511331e-03,1.403807e-03,1.100509e-04,2.658542e+00,1.848783e-01
29,self_attn.q_proj,1.511331e-03,8.889709e-04,1.100509e-04,1.749248e-04,1.848783e-01,2.925585e-01
29,self_attn.k_proj,1.511331e-03,8.223635e-04,1.100509e-04,1.815345e-04,1.848783e-01,3.024875e-01
29,self_attn.v_proj,1.511331e-03,1.523197e-03,1.100509e-04,1.441824e-04,1.848783e-01,2.425544e-01
29,self_attn.o_proj,2.482131e-03,2.209930e-03,3.828447e-05,5.356568e-05,6.619658e-02,9.269190e-02
29,post_attention_layernorm,1.447222e-03,1.566090e-03,1.449668e-03,9.518098e-05,2.680649e+00,1.600065e-01
29,mlp.gate_proj,1.566090e-03,1.142285e-03,9.518098e-05,2.076264e-04,1.600065e-01,3.488106e-01
29,mlp.up_proj,1.566090e-03,1.154844e-03,9.518098e-05,1.964710e-04,1.600065e-01,3.296905e-01
29,mlp.down_proj,1.692406e-03,1.621979e-03,9.106716e-05,1.141785e-04,1.552272e-01,2.012935e-01
29,mlp,1.566090e-03,1.621979e-03,9.518098e-05,1.141785e-04,1.600065e-01,2.012935e-01
30,input_layernorm,1.484546e-03,1.572680e-03,1.484546e-03,1.155221e-04,2.825341e+00,1.944739e-01
30,self_attn.q_proj,1.572680e-03,9.014295e-04,1.155221e-04,1.853652e-04,1.944739e-01,3.102742e-01
30,self_attn.k_proj,1.572680e-03,8.588862e-04,1.155221e-04,1.887021e-04,1.944739e-01,3.151992e-01
30,self_attn.v_proj,1.572680e-03,1.487364e-03,1.155221e-04,1.560409e-04,1.944739e-01,2.625605e-01
30,self_attn.o_proj,2.109905e-03,1.812866e-03,4.132493e-05,5.994368e-05,7.359617e-02,1.060205e-01
30,post_attention_layernorm,1.423911e-03,1.578883e-03,1.426930e-03,9.762711e-05,2.674158e+00,1.646746e-01
30,mlp.gate_proj,1.578883e-03,1.039403e-03,9.762711e-05,2.319901e-04,1.646746e-01,3.897193e-01
30,mlp.up_proj,1.578883e-03,1.017541e-03,9.762711e-05,2.209728e-04,1.646746e-01,3.699622e-01
30,mlp.down_proj,1.218764e-03,1.140112e-03,4.778324e-04,9.861579e-04,1.174384e+00,2.569850e+00
30,mlp,1.578883e-03,1.140112e-03,9.762711e-05,9.861579e-04,1.646746e-01,2.569850e+00
31,input_layernorm,8.706359e-03,4.174361e-03,8.706359e-03,7.673191e-04,4.833946e+00,4.270869e-01
31,self_attn.q_proj,4.174361e-03,3.132022e-03,7.673191e-04,1.895764e-03,4.270869e-01,1.057531e+00
31,self_attn.k_proj,4.174361e-03,3.540324e-03,7.673191e-04,2.337155e-03,4.270869e-01,1.301884e+00
31,self_attn.v_proj,4.174361e-03,6.542553e-03,7.673191e-04,1.733568e-03,4.270869e-01,9.637089e-01
31,self_attn.o_proj,9.646712e-03,1.107613e-02,1.097334e-03,5.988007e-03,6.141141e-01,3.371615e+00
31,post_attention_layernorm,6.456617e-03,1.965730e-02,5.549632e-03,3.307682e-03,3.066460e+00,1.829062e+00
31,mlp.gate_proj,1.965730e-02,1.096650e-02,3.307682e-03,9.031684e-03,1.829062e+00,4.995385e+00
31,mlp.up_proj,1.965730e-02,9.030044e-03,3.307682e-03,7.578376e-03,1.829062e+00,4.196892e+00
31,mlp.down_proj,1.702936e-02,1.155487e-02,9.254668e-03,1.158545e-02,5.081813e+00,6.323891e+00
31,mlp,1.965730e-02,1.155487e-02,3.307682e-03,1.158545e-02,1.829062e+00,6.323891e+00
